usernname,score
TerrapinSpringsSchools,0.025195
HealthDepartment,0.001738
HowardLion2010,0.000000
PrimaryStars,0.004344
RachelSimmonshoudl,0.000869
Sammythegreat,0.002606
Nadeau49,0.000000
RacesLissetteBear,0.000000
Bowl0Stones,0.005213
I_Can_CookSandwiches,0.021720
CandidHouseRoy,0.000869
OldTownOldTimer,0.003475
Richard2015Jacobs,0.000000
Jackie,0.006950
Pontific8,0.005213
Walker86,0.000000
BusyBenetCandy,0.006950
CandidCouchElenora,0.000000
Ramon_NordenMouse1969,0.000000
TallSHouse,0.000000
NorpleAlligator,0.003475
LovesBrian_BouwkampCat,0.000000
EmergeAndC,0.001738
FuriousLightRichard,0.000000
BobbyBob,0.010426
CityTrauma,0.001738
Nancy33Reaume,0.000000
AdministoghetherratoghetherorSophie,0.000869
Benjamin48,0.000000
Francisco2013,0.000869
FuriousCandyWilliam_Demeo,0.000000
CandidBrownCar,0.000000
Chocolatte,0.006950
JacquelineTallByers,0.000000
CleverLBread47,0.000869
EscalanteBird1965,0.012163
AttentativeSilversmithCouch,0.000000
Jennifer_Dauzat1970,0.000000
Larry_LeetBear12,0.006950
Bride2Bee,0.006950
TallBHouse59,0.000869
WileyHouseBeverly_Snow,0.000000
SmartEllisonBread34,0.000000
FearsDillonCat,0.000000
WatchesMarieLion,0.000000
LovesCarrozzaLion,0.000000
FearsJeanette_DietemanLion,0.000000
FamousSHouse,0.000000
FuriousBournePlate12,0.006082
JAttentativeWilliams,0.000869
FamousWCar,0.000000
Brianne12,0.000000
PayneMouse27,0.000000
ObnoxiousDBanana,0.000000
Rubottom2003,0.000000
CleverBowlTerrence_Norstrand,0.000000
WatchesRichardBird,0.000000
Yvonne_Wyndham35,0.000000
LazyBreadAndre,0.000000
RunsElnora_JonesHorse,0.000000
Jason,0.010426
AdonigministratorSophie,0.000869
NoFollowers,0.004344
CandidMakaioCar,0.001738
Patricia40,0.000000
AnneBusyLazo,0.000000
FastHouseGonzales,0.000000
AdminisufferringtratorSophie,0.000869
FleetDecastroIcecream1981,0.000000
everyone,0.000869
FamousKinderBread,0.000000
Hutchinson16,0.000000
Jestrues,0.006082
CleverJamesPlate,0.000000
ElliottDog23,0.000000
WileyCCandy83,0.000000
SeanDarkM,0.000000
CedricLazySingletary,0.005213
City EOC,0.006082
AttentativeHCar,0.000000
ImNotParanoid,0.003475
BuddeOctopus1986,0.000869
KnudsenDog2019,0.009557
Linda69Griffin,0.000000
Martin_Lujan51,0.000000
Kevin91Gibson,0.000000
HoldsFaulkDog,0.000000
FearsCynthiaOctopus,0.000000
Toni93Vance,0.000000
Oskr,0.010426
Wiretap Phone Company,0.016507
Pinne,0.016507
Jacob,0.007819
R16Smith,0.002606
FastLeblancBowl81,0.000000
DoNoWant,0.002606
FuriousSCandy,0.000000
DarkTPlate,0.000000
Himarkgamer42,0.004344
RacesJohn_BarbeeMouse,0.000000
LarsonDog1951,0.000000
RacesJamesFish,0.000000
FleetCarMichecke,0.000869
FleetEliCouch,0.000000
HavoHavo,0.012163
Quarke,0.006950
HigbeeCtySearchRescue,0.003475
SimplySam,0.003475
LivinLarge,0.000869
bHigbeeCountySearchRescue,0.000869
CuriousBowlDianne_Bohannon,0.000000
SpareTimes,0.006950
HigbeeCountySearchRescue,0.000869
MyDonut,0.003475
DarkWilliamsCouch,0.000000
FuriousTheodoraCar,0.000000
MichaelDog17,0.000000
Harry_PriceOctopus1996,0.000000
LazyPlateBossler,0.000000
WileyJCouch,0.000000
TallTrentBread,0.000000
MitcheckBird1986,0.000869
HoldsMichelleOctopus,0.000000
SchaferOctopus1989,0.000000
CuriousCouchLopze,0.000000
HoldsGeorgeBear,0.000000
Parker46P,0.000000
David2018Alfaro,0.000000
StHimarkMuseum,0.009557
CouldBeEconomics,0.003475
AlwaysytemSafePowerCompany,0.000869
GrapefruitForever,0.001738
LazyBreadPerry_Hatmaker,0.000000
ItsAContinent,0.006082
PoliceChief,0.001738
ParksDept,0.006082
Jill,0.008688
TVHostjeBrad,0.000869
FamousGainsBowl,0.000000
WantsRedDogs,0.000869
PunchingIsTheAnswer,0.013032
Hoopla,0.006082
CuriousNicholsPlate45,0.000000
Ivan66Lopez,0.007819
WhatAGoodDay,0.006950
SewerDept,0.005213
FuriousRHouse,0.000000
CanStopTheFeeling,0.008688
GuapoGilmanCar,0.005213
GluedtotheToob,0.007819
JFamousM,0.000000
CleverNilesCouch,0.000000
AlwaysSafePowerCCompany,0.000869
FleetCPlate1971,0.000000
RacesRichardBird,0.000000
FastHerseyCouch,0.000000
AttentativeSBread48,0.000000
FederalDisaster,0.000869
MaskedMax,0.008688
WatchesEmmaBird,0.000000
GuapoTCouch36,0.010426
FastTerryCouch,0.000000
TwentyOne,0.004344
Cleo_RolfHorse22,0.000000
FuriousHBread,0.000000
FearsSusanHorse,0.000000
rescue_team,0.000869
PhyrricVictory,0.003475
OldInOldTown,0.018245
LivinHistory,0.006950
HappyNess,0.065161
Allender95,0.000000
FastKhauvHouse13,0.000000
FuriousIcecreamAnisa_Gates,0.000000
Billy2by2,0.005213
SustainableDave,0.006950
AttentativeCIcecream81,0.000000
WileyBananaCharles,0.003475
LovesCharlotte_HolguinMouse,0.000000
Lyda_NyeDog41,0.000000
Zane,0.007819
Zeke,0.002606
ChemistryTeacherRichardNelson.,0.000869
ChloeJohnson!,0.000869
NewGuy2,0.005213
RooseveltDog1991,0.000000
WileyMckeownBanana,0.000000
Eleanor91Sliter,0.000000
Todd_GayBird58,0.000000
Shannon1993Smith,0.000000
LazyPCar,0.000000
ThesaurusGasCompany,0.013032
WileyCarAndrea_Cruz,0.000000
William1969,0.000000
DarkIcecreamYolanda,0.000000
David1979,0.000000
LovesJamie_ScottBear,0.000000
AlwaysSafePowerCompany!,0.000869
ObnoxiousBreadRalph,0.000000
Kisicki63,0.000000
TallBHouse,0.000000
NeedAPlace,0.002606
JoanFuriousS,0.000000
HimarkParks,0.006082
FamousSteveCar,0.000000
EatsCornFlakes,0.010426
AntiRelegation 8,0.013032
AttentativeStephenHouse,0.000000
Gladys_Pacheco3,0.000000
WileyBowlEdward_Simpson,0.000000
FleetMaryBowl,0.000000
RunsEric_HutchisonBird,0.000000
FuriousWarrenCar,0.000000
Kelly1953Allen,0.000000
GuapoBowlDeborah,0.000000
AttentativePCar,0.000000
Goody2Shues,0.006950
BigFan,0.006082
VasquezFish82,0.000000
GravinaBird24,0.000000
SmartHouseWalter,0.000000
Suzanne91,0.000000
Layne1985,0.000000
FuriousHCouch,0.000000
LackiLove,0.000869
TallACar,0.000000
Opalescent,0.006950
FleetABowl35,0.000000
NOld,0.000869
BroBro,0.003475
Perry_Flanagan49,0.000000
Lisamona,0.021720
BFuriousStewart,0.000000
MattieCandidWurdeman,0.000000
FuriousIHouse,0.000000
Stephen_JohnsonBear2002,0.000000
St Himark Parks Department,0.012163
LazyGeorgeIcecream,0.000000
Gilbert,0.000000
Hanscom,0.017376
FearsHockenberryBear,0.000000
MichelleOctopus1985,0.000000
AprilFamousApolo,0.000000
CleverPlateEvelyn_Jacques,0.000000
Mabble,0.006950
ObnoxiousMoorhouseIcecream,0.000000
BusyGrimBowl,0.000000
Norst,0.012163
CandidTCandy,0.000000
ConnieOctopus66,0.000000
Phone4Life,0.004344
TallBreadKathy_Rodriguez,0.000000
Patricia1983E,0.000000
DoNotWant,0.010426
VanessaCorwin,0.170287
Francisodaggins,0.006082
RunningTree,0.061685
HurtsToPurr,0.010426
CityEvents,0.004344
Francisodaggins!!,0.000869
NoFearCher,0.079930
RoseWyatt,0.069505
FrancineHiggins,0.121633
AlwaysUpToEat34,0.010426
EllaChang,0.123371
WalkerTree,0.099913
CiloFlame,0.065161
BoogieBunny,0.010426
ArtistLalisaManoban,0.019114
RockyFlame,0.036490
Hiker4Life,0.000869
kyle,0.148566
Bopper,0.002606
retiredfiremarshall,0.000869
kristen,0.046047
Rescue14,0.004344
MindyLevy,0.015639
ImNotUR,0.007819
Rescue12,0.005213
Booper,0.006950
CuriousBananaSmelser,0.008688
FastArmstrongBowl65,0.002606
BB,0.000869
VadnnessadnCorwin,0.000869
2NDammendment,0.006950
WileyWilkinsonIcecream,0.000000
Nicky77,0.004344
ChapparelFD,0.002606
WhatNowHow,0.006082
Bonanze4Evr,0.006082
firefighter87,0.013032
Westie,0.000869
ICYou,0.014770
LivesToHike79 8,0.008688
Weshoudltie,0.000869
FireCpn,0.019983
fighter87,0.000869
BBGirl,0.018245
RunsLamonicaWhale,0.006082
PatsyFuriousMiller,0.000000
Mommy2Four,0.004344
AlwayshoudlSafePowerCompany,0.000869
retiredfirecaptain,0.001738
CFamousC,0.000000
LazyWesleyBread,0.000000
GuapoVeraHouse,0.000000
BoringJoe,0.004344
EmielRegis,0.013901
HimarkGrocersAssc,0.006082
SlimRodents2,0.004344
RhyminSimonJBread,0.005213
ObnoxiousHaywoodCar,0.000000
BarryB,0.007819
WanbdlkerTree,0.000869
localburger,0.001738
kytoule,0.000869
Olivia,0.024327
StHimarkMusicFest,0.003475
TallJanetPlate,0.000000
FamousRobertBowl,0.000000
ghosty,0.006082
RacesAllisonDog,0.000000
BroadviewBoi,0.008688
St Himark Human Resources Dept.,0.009557
AlwactualyysSactualyfePowerCompactualyny,0.000869
You2,0.006082
Broadview,0.000869
kristenugh,0.000869
wftrubble,0.007819
RunningTreenot,0.000869
MyNameIsYourName2,0.006950
MyNameIsYourName29,0.000869
Risky3Roy,0.015639
SertsBlanket,0.009557
Sondra_DaltonOctopus21,0.000000
Bonanza4Evr,0.006950
Saltriver,0.000869
Wtfrubble,0.000869
TorTuga12,0.001738
Chappie,0.000869
JCandidL,0.000000
HopeSpringsEternal,0.000000
theaterlover34,0.000000
